    id  size  #exact    ago(h)
  4846  1624      45        10
   981   451      45         9
  4848  1624      45         9
   982   479      45         8
   787  2477      46        39
   302  2099      46        32
   356  1545      46        30
  3191   280      46        22
  4834  1624      46        15
   972   467      46        12
  4840  1624      46        12
  4554   333      46        11
    15    66      47        63
  1361   228      47        33
  2251   512      47        30
  2624   236      47        26
  2802   252      47        25
   949   467      47        21
  4508   159      47        15
   967   463      47        14
  4551   355      47        14
  4837  1624      47        14
  4839  1624      47        13
    14    71      48        63
  1639   533      48        35
   921   467      48        32
   532   795      48        31
   924   483      48        31
  2197   336      48        31
   533   761      48        30
   926   467      48        30
  2079    85      48        29
  2082    89      48        28
  2534   256      48        28
   936   467      48        26
  2670   252      48        26
  2740    72      48        25
   942   479      48        24
   947   491      48        22
  4566  1624      48        16
  5808    42      48         3
    39    82      49        63
    41    89      49        63
   513   556      49        36
  2115    79      49        31
  2538   191      49        27
  2618   236      49        27
  2769   121      49        24
   944   491      49        23
  2766   236      49        23
   952   483      49        20
  3278   236      49        20
   954   475      49        19
  4000   209      49        19
  4450  1624      49        17
   512   538      50        37
   528   625      50        34
   530   591      50        32
  2075    81      50        32
  2116    77      50        30
   929   479      50        29
   931   487      50        28
  4211   105      50        18
   962   443      50        16
  4480    62      50        16
  4655    85      50        15
   340    31      50         3
   525   507      51        39
   911   495      51        36
  1777   336      51        34
   529   557      51        33
   934   467      51        27
  2663   103      51        26
  1696   173      51        24
  3998    68      51        19
    40    94      52        63
  1606   112      52        30
  1640   173      52        26
   939   447      52        25
  1689   173      52        25
  2768    60      52        25
  3839   120      52        20
  4283   434      52        18
  2491   152      52        16
  2492   152      52        15
    38    89      53        63
   778   531      53        39
   908   475      53        37
   526   489      53        35
  1607   143      53        35
  2782   311      53        23
  3539   434      53        21
  2486   152      53        20
  3843   434      53        20
  2489   152      53        19
  4081   434      53        19
  2490   152      53        17
  4288  1444      53        17
  2563  4967      53         5
    13    82      54        63
   581   389      54        39
   705    89      54        39
   906   467      54        38
   918   463      54        33
  1352   112      54        31
  1612   173      54        29
  1610   112      54        28
  2424   152      54        26
  2426   152      54        24
  3043    74      54        23
  2484   152      54        22
  2485   152      54        21
  2488   152      54        18
  5581  1011      54         5
   172   531      55        39
   611   112      55        34
   916   443      55        34
  1558   112      55        32
  2771    56      55        25
  3020    74      55        24
  2564  4967      55         6
  2427   152      56        23
   339    31      56         4
   838   443      57        39
   506   214      57        38
   914   463      57        35
  2421   152      57        27
  2425   152      57        25
  2565  4967      57         7
   457   210      58        39
  1181   106      58        36
  1603  1444      58        34
  1782   152      58        30
  1784   152      58        28
  2780   148      58        24
  1179   106      59        37
  1522    89      59        35
  1781   152      59        31
  1783   152      59        29
  2531   100      59        28
  1780   152      60        32
  1111    63      61        37
  4979   839      61        13
  5149   591      61        11
   338    31      61         5
  1779   152      62        33
  5062   591      62        12
  2834   839      63        15
  4915   839      63        14
   337    31      63         6
   569   157      64        38
   583   178      64        37
   567   109      65        39
  1778   152      65        34
  2830   839      65        17
  2832   839      65        16
   336    31      66         7
  2825   839      67        20
  2826   839      67        19
  2828   839      67        18
    36  1440      68        63
  2821   839      68        21
  1094   100      69        38
  2815   839      69        23
  2820   839      69        22
   773   100      70        39
  1705   100      70        33
  2813   839      70        24
  2671   831      71        26
  2803   831      72        25
  2570  4967      72        24
  2551  2455      73        27
  3748    45      73        20
   334    31      73         9
   335    31      73         8
  2573  4967      74        27
  4080    51      74        19
  4457    51      74        17
    12    63      75        63
   326    31      75        14
   329    31      75        12
   331    31      75        10
  2791    75      76        24
   327    31      76        13
   330    31      76        11
   325    31      77        15
  2094    51      78        32
   323    31      79        16
    11    60      81        63
   319    31      81        20
   322    31      81        17
   320    31      82        19
   321    31      82        18
   317    31      83        22
   318    31      83        21
  2127    31      84        31
   316    31      84        23
   736   453      85        39
   514   531      85        38
  1195    31      85        28
  2540    31      85        28
   313    31      85        26
   315    31      85        24
   515   249      86        37
   747    31      86        29
  1190    31      86        29
   311    31      86        28
  1200    31      86        27
   314    31      86        25
  1180    31      87        31
   310    31      87        29
   312    31      87        27
   309    31      88        30
   745    31      88        30
  1186    31      88        30
   173    31      89        39
   793    35      89        39
  1080   147      89        38
  1178    31      89        32
   742    31      89        31
  1156    31      89        31
   307    31      90        32
   740    31      90        32
  1155    31      90        32
   308    31      90        31
    10   124      91        63
  1173    31      91        33
   305    31      92        34
  1171    31      92        34
   738    31      92        33
  1152    31      92        33
   735    31      93        34
  1106    31      93        34
   306    31      93        33
   301    31      94        37
  1164    31      94        37
  1166    31      94        36
  1104    31      94        35
  1168    31      94        35
  1151    31      94        34
     9   106      95        63
   178    31      95        39
   658    31      95        39
   300    31      95        38
   717    31      95        38
   157    31      95        37
   720    31      95        37
  1145    31      95        37
   723    31      95        36
   733    31      95        35
   103    31      96        39
   155    31      96        39
   299    31      96        39
   579    31      96        39
   710    31      96        39
   156    31      96        38
   303    31      96        36
  1146    31      96        36
   304    31      96        35
  1149    31      96        35
     7   531     109        63
     6    63     113        63
     8   100     114        63
     5    45     120        63
     4   271     143        63
     3    51     155        63
     2    31     166        63
     1    31     190        63
unsolved:
[90,
 762,
 786,
 454,
 1090,
 1095,
 1148,
 678,
 1133,
 1154,
 1157,
 1485,
 1616,
 1159,
 1486,
 1617,
 1711,
 681,
 1160,
 1488,
 1619,
 1712,
 682,
 1163,
 1621,
 683,
 1169,
 1490,
 2119,
 2087,
 2227,
 1626,
 1716,
 2090,
 1627,
 2091,
 1628,
 2093,
 1629,
 1719,
 2095,
 2097,
 2761,
 690,
 1631,
 2098,
 2753,
 2759,
 3145,
 3177,
 1633,
 2103,
 3193,
 1634,
 2110,
 3199,
 3560,
 3580,
 1635,
 2111,
 3245,
 3610,
 3706,
 3813,
 3852,
 3871,
 1966,
 2120,
 2578,
 3348,
 3707,
 3819,
 3840,
 3854,
 4028,
 4060,
 4077,
 4101,
 1637,
 1987,
 2121,
 2721,
 2877,
 3031,
 3622,
 3708,
 3867,
 4029,
 4098,
 4111,
 4293,
 4294,
 748,
 2122,
 2928,
 3032,
 3072,
 3624,
 3625,
 3709,
 3805,
 3834,
 3874,
 4008,
 4030,
 4112,
 4206,
 4439,
 4454,
 1991,
 2123,
 3113,
 3626,
 3710,
 3802,
 4010,
 4031,
 4212,
 4377,
 4383,
 4456,
 4468,
 4472,
 4474,
 4572,
 2124,
 3034,
 3690,
 3711,
 3846,
 3945,
 4032,
 4229,
 4240,
 4378,
 4599,
 4608,
 4696,
 4780,
 4781,
 4809,
 2126,
 3151,
 3411,
 3668,
 3712,
 3952,
 3972,
 4033,
 4248,
 4384,
 4637,
 4808,
 4874,
 4876,
 4877,
 2130,
 3418,
 3713,
 3863,
 4034,
 4135,
 4236,
 4252,
 4385,
 4639,
 4812,
 4909,
 4930,
 4984,
 4988,
 2138,
 3037,
 3677,
 3714,
 3943,
 4035,
 4138,
 4275,
 4386,
 4823,
 4923,
 4926,
 5034,
 3585,
 3715,
 3970,
 4172,
 4239,
 4387,
 4401,
 4651,
 4674,
 4860,
 4927,
 4928,
 4932,
 5136,
 5142,
 3586,
 3682,
 3716,
 3976,
 4037,
 4192,
 4282,
 4388,
 4684,
 4871,
 4960,
 5130,
 5259,
 3718,
 3977,
 4038,
 4223,
 4284,
 4390,
 4679,
 4687,
 4970,
 5068,
 5175,
 5195,
 5236,
 5276,
 5302,
 3719,
 4039,
 4220,
 4302,
 4391,
 4423,
 4685,
 4688,
 4975,
 5047,
 5113,
 5192,
 5260,
 5332,
 5337,
 3721,
 3985,
 4040,
 4117,
 4304,
 4368,
 4392,
 4424,
 4694,
 4989,
 5022,
 5048,
 5072,
 5140,
 5199,
 5208,
 5333,
 5372,
 5408,
 5459,
 3722,
 3875,
 3989,
 4305,
 4393,
 4425,
 4698,
 5074,
 5112,
 5234,
 5339,
 5375,
 5460,
 5492,
 5526,
 5533,
 3723,
 3992,
 4042,
 4119,
 4250,
 4306,
 4380,
 4394,
 4700,
 4976,
 5083,
 5108,
 5115,
 5168,
 5204,
 5347,
 5371,
 5570,
 5571,
 5575,
 5583,
 5591,
 5599,
 3724,
 4043,
 4395,
 4702,
 4719,
 4981,
 5053,
 5084,
 5121,
 5348,
 5507,
 5576,
 5603,
 5613,
 5617,
 5648,
 5654,
 5672,
 5688,
 5737,
 1744,
 3725,
 4396,
 4704,
 4722,
 4986,
 5054,
 5132,
 5180,
 5351,
 5514,
 5565,
 5578,
 5607,
 5614,
 5619,
 5636,
 5693,
 5724,
 5786,
 5799,
 5816,
 5830,
 3726,
 4046,
 4398,
 4706,
 4724,
 4992,
 5086,
 5134,
 5352,
 5532,
 5580,
 5610,
 5615,
 5620,
 5640,
 5671,
 5696,
 5805,
 5864,
 5874,
 5878,
 5879,
 5883,
 5887,
 1746,
 4047,
 4399,
 4419,
 4710,
 4730,
 4993,
 5056,
 5144,
 5380,
 5535,
 5582,
 5621,
 5638,
 5645,
 5703,
 5726,
 5860,
 5882,
 5888,
 5912,
 5914,
 5957,
 5964,
 345,
 990,
 1283,
 1339,
 1416,
 1747,
 2058,
 2303,
 2607,
 2699,
 2795,
 2940,
 3931,
 4048,
 4318,
 4400,
 4441,
 4464,
 4496,
 4562,
 4623,
 4718,
 4723,
 4731,
 4803,
 4838,
 4863,
 4953,
 5006,
 5014,
 5058,
 5088,
 5163,
 5194,
 5221,
 5294,
 5312,
 5343,
 5364,
 5381,
 5449,
 5489,
 5498,
 5515,
 5531,
 5585,
 5618,
 5622,
 5647,
 5717,
 5787,
 5793,
 5815,
 5829,
 5865,
 5875,
 5884,
 5893,
 5900,
 5908,
 5910,
 5915,
 5919,
 5932,
 5935,
 5956,
 5960,
 5974,
 5978,
 5979,
 5982,
 5985,
 5987,
 5989,
 5999,
 6001,
 6002,
 6011,
 6012,
 6022,
 6030,
 6031,
 6032,
 6035,
 6036]
unsolved qty:
477
